metabolite,pval,padj,py.value,comparison,FC,log2FC
Acetohydroxamic acid,0.382,0.530802326,0.275067183,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.048398107,0.068186654
Acetyl-β-methylcholine_1,0.023,0.076347222,1.117206759,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.695825086,-0.523203403
Acetyl-β-methylcholine_2,0.023,0.076347222,1.117206759,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.66260511,-0.593778764
AcetylCarnitine,0.0545,0.14005914,0.853688545,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.23874665,0.308881155
Acetylcholine,0.122,0.24502521,0.61078923,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.796021924,-0.32911993
Acrylic acid_1,0.169,0.303691729,0.517567035,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.937104494,-0.093718168
Alanine,0.000211,0.003151813,2.501439626,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.762994902,-0.390254677
Anserine,0.564,0.687734694,0.162579066,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.941092273,-0.08759191
Arginine,0.179,0.316896296,0.499082837,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,2.936439174,1.554067754
Ascorbic acid,0.00124,0.008980606,2.046694354,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.588501944,-0.764880915
Asparagine,0.000616,0.006134333,2.212232629,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.832751994,-0.264041192
Aspartic acid,0.0926,0.201194545,0.696383798,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.38378574,0.468620579
Betaine,0.0105,0.043267241,1.363840794,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.824943932,-0.277632027
Biotin,0.08,0.185631068,0.731349337,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.861431744,-0.215191607
Butyrylcarnitine,0.000532,0.006054667,2.217909761,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.854560367,-0.226745686
Carnitine,0.0143,0.056961667,1.244417312,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.864623567,-0.209855934
Catechol,0.00851,0.036979818,1.432035228,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.436275128,-1.196689867
Cholic acid,0.023,0.076347222,1.117206759,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.327158166,-1.611939814
Choline,0.00387,0.020554,1.687103648,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.881062809,-0.182683225
Citric acid,0.882,0.932734513,0.030241953,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.986711004,-0.019300496
Citrulline,0.00108,0.008980606,2.046694354,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.881782251,-0.181505657
Clomazone,0.00304,0.017299048,1.761977806,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.694858262,-0.525209369
Cortisone,0.705,0.787359813,0.103826755,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.216140883,0.282310366
Coumarin,0.131,0.250472,0.601240816,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.892354065,-0.164311843
Creatine,0.00238,0.015373514,1.813226866,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.407062964,0.492686889
Crotonic acid_1,0.283,0.436367742,0.360147362,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.917812924,-0.123727973
Crotonic acid_2,0.0463,0.127191954,0.895540361,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.350856938,0.433874894
Cystine,0.00685,0.032743,1.484881532,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.264343017,0.33838792
Cytidine,0.831,0.898683258,0.046393349,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.976094508,-0.034907255
Cytosine,0.298,0.4451375,0.351505818,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.812783753,-0.299056532
DL-4-Hydroxyphenyllactic acid,0.122,0.24502521,0.61078923,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.786627792,-0.346246937
DL-Stachydrine_1,0.00273,0.015913902,1.798223309,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.254330977,-1.975220903
DL-Stachydrine_2,0.00114,0.008980606,2.046694354,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.588282183,-0.765419752
Daidzein,0.564,0.687734694,0.162579066,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.60127095,-0.733912838
Decanoylcarnitine,0.000128,0.002185143,2.660520165,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.529860784,-0.916314739
Dehydronorketamine_1,0.000338,0.004251684,2.371439,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.465412574,-1.103417907
Dehydronorketamine_2,0.0157,0.060520968,1.218094136,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.5869382,-0.768719487
Dehydronorketamine_3,1.64E-05,0.00078392,3.105728255,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.395100882,-1.339707029
Diaminopimelic acid,0.00764,0.034452075,1.46278461,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.710103436,-0.493898907
Dihydroxybenzoic,0.458,0.604762431,0.218415196,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.023999074,0.034214411
Ecgonine methyl ester,0.191,0.33320438,0.477289299,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.883715076,-0.178346799
Ecgonine_1,0.681,0.767731132,0.114790848,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.936473082,-0.094690568
Ecgonine_2,0.0643,0.160080208,0.795662359,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.75132013,-0.412500338
Ethylmalonic acid,0.036,0.108911392,0.96292669,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.164591681,0.219824218
Ferulic acid,0.037,0.1105375,0.956490362,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.747781358,-0.41931159
Fumaric acid,0.122,0.24502521,0.61078923,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.740488298,-0.433451158
Genistein,0.805,0.874522727,0.0582289,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.937990055,-0.092355468
Gluconic acid,0.131,0.250472,0.601240816,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.789228352,-0.341485311
Glucosamine/Galactosamine,0.254,0.399381579,0.39861197,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.961146903,-0.057171144
Glucuronic acid,0.0157,0.060520968,1.218094136,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.636595931,-0.65155016
"Glucuronic acid-3,6-lactone",0.24,0.387567568,0.411652573,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.90516239,-0.143751454
Glutamic acid,0.542,0.678209424,0.16863618,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.922029435,-0.117115287
Glutamine,0.298,0.4451375,0.351505818,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.978638794,-0.031151621
Glutathione oxidized,0.587,0.70498995,0.151817074,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.730162405,-0.453710706
Glyceric acid,0.0503,0.133574444,0.874276623,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.759234131,-0.397383245
Glycine,0.0392,0.112877108,0.947394124,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.857801173,-0.221284806
Glycine anhydride,0.882,0.932734513,0.030241953,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.022209879,0.03169144
Glycocholic acid,0.987,0.995329114,0.002033292,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.873576404,-0.194994206
